"대분류","중분류","소분류","기능","설명","작업상태","우선순위","전제조건","인수조건"
"공통","인증","로그인","이메일/비밀번호 로그인","역할 기반 로그인 후 권한별 진입 화면으로 이동한다.","진행중","P0","계정/역할 마스터 등록","1) 정상 계정 로그인 성공 2) 실패 시 사유 메시지 노출 3) 5회 실패 시 잠금 처리"
"공통","인증","로그인","2차 인증(OTP)","본사 관리자 계정은 OTP 2차 인증을 수행한다.","미착수","P1","OTP 발급 채널 구성","1) 관리자 로그인 시 OTP 단계 진입 2) 만료코드 거절 3) 재전송 제한 적용"
"공통","인증","세션","세션 만료 처리","세션 만료 시 작업중 데이터 보호 후 재로그인 유도한다.","미착수","P0","토큰 만료 정책 정의","1) 만료 5분 전 알림 2) 만료 시 읽기전용 전환 3) 재로그인 후 복구"
"공통","인증","비밀번호","비밀번호 변경/초기화","점주/본사 사용자 비밀번호 변경 및 재설정 지원.","미착수","P1","메일/문자 인증 연동","1) 복잡도 규칙 검증 2) 재설정 링크 만료 3) 변경 이력 기록"
"공통","내비게이션","전역","역할별 메뉴 구성","점주/본사/슈퍼바이저별 좌측 메뉴를 분기 노출한다.","진행중","P0","RBAC 정책 반영","1) 권한 없는 메뉴 비노출 2) URL 직접 접근 차단 3) 현재 메뉴 하이라이트"
"공통","내비게이션","전역","매장/기간 전역 필터","모든 분석 위젯에 동일한 매장/기간 필터 컨텍스트를 적용한다.","진행중","P0","전역 상태관리 구성","1) 필터 변경 시 전체 위젯 동기화 2) 새로고침 후 유지 3) 권한 밖 매장 숨김"
"공통","알림","센터","실시간 알림 인박스","이상결제/워크플로우/공지처리/업로드 결과를 실시간 수신한다.","미착수","P1","웹소켓 또는 SSE 구성","1) 신규 알림 즉시 표시 2) 읽음 처리 반영 3) 알림 유형별 아이콘 구분"
"공통","알림","센터","알림 상세 드릴다운","알림 클릭 시 해당 매장/이벤트 상세 화면으로 이동한다.","진행중","P1","알림 payload 표준화","1) 클릭 시 정확한 라우팅 2) 삭제된 대상 처리 3) 권한 재검증"
"데이터관리","업로드","파일업로드","매출 데이터 파일 업로드","CSV/Excel 형식의 POS 매출 Raw 데이터를 매장·기간 매핑 후 업로드한다.","진행중","P0","파일 파서 API 연동","1) 지원 형식 검증(CSV/XLSX) 2) 매장ID·기간 자동 추출 또는 수동 입력 3) 업로드 실패 사유 표시"
"데이터관리","업로드","파일업로드","원가/메뉴 데이터 파일 업로드","메뉴 마스터 및 원가 Raw 데이터를 업로드한다.","진행중","P0","파일 파서 API 연동","1) 메뉴ID 정합성 검증 2) 이전 버전 덮어쓰기 확인 모달 3) 처리 결과 통보"
"데이터관리","업로드","파일업로드","고객/포인트 데이터 파일 업로드","고객 포인트 적립/사용 및 CRM 속성 Raw 데이터를 업로드한다.","진행중","P1","개인정보 처리방침 확인","1) 개인정보 마스킹 검증 결과 표시 2) 동의 상태 컬럼 필수 안내 3) 처리 완료 통보"
"데이터관리","업로드","파일업로드","리뷰 데이터 파일 업로드","플랫폼 리뷰 텍스트 데이터를 CSV 형식으로 업로드한다.","진행중","P1","리뷰 파서 API 연동","1) 텍스트 컬럼 필수 검증 2) 날짜 형식 오류 안내 3) 중복 리뷰 제거 알림"
"데이터관리","업로드","검증","업로드 데이터 미리보기 및 품질 검증","업로드 후 파싱된 데이터 상위 10행과 품질 점수를 확인한다.","진행중","P0","데이터 품질 API 연동","1) 상위 10행 미리보기 표시 2) 품질 점수 및 오류 목록 표시 3) 확인 후 적용 진행"
"데이터관리","업로드","이력","업로드 이력 및 처리 현황","업로드한 파일 목록·처리 상태·오류 요약을 조회하고 재처리할 수 있다.","진행중","P1","업로드 이력 API","1) 업로드자/일시 표시 2) 상태별 필터(완료/오류/처리중) 3) 오류 건 재처리 버튼"
"데이터관리","업로드","매핑","매장/기간 매핑 설정","업로드 파일과 매장ID·데이터 기간을 수동 매핑 설정한다.","진행중","P0","매장 마스터 연동","1) 매핑 미설정 시 업로드 차단 2) 기간 중복 경고 표시 3) 매핑 이력 저장"
"점주홈","대시보드","핵심액션","오늘의 핵심 액션 3카드","점주가 오늘 바로 실행해야 할 액션 3개를 우선순위로 노출.","진행중","P0","액션 추천 API 운영","1) 최대 3개 표시 2) P0 우선 정렬 3) 액션별 실행 버튼 제공"
"점주홈","대시보드","핵심액션","액션 실행/보류 처리","카드 단위로 실행/보류/무시 상태를 변경한다.","진행중","P0","액션 상태 API 필요","1) 상태 변경 즉시 반영 2) 보류 사유 입력 3) 이력 조회 가능"
"점주홈","대시보드","핵심액션","액션 근거 보기","추천 이유, 근거 지표, 예상 효과를 모달로 제공한다.","진행중","P0","근거 데이터(evidence) 포함","1) 최소 3개 근거 노출 2) 데이터 시점 표기 3) 근거 없는 액션 차단"
"점주홈","대시보드","성과요약","매출/객수/PQ KPI 카드","전일/전주대비 증감률 포함 KPI 카드 제공.","진행중","P0","집계 API 가용","1) 증감률 계산 정확 2) 비교 기준 변경 가능 3) 단위 표기 일관성"
"점주홈","대시보드","트렌드","시간대별 매출 그래프","시간대별 매출 추이를 확인해 피크/비피크를 식별.","진행중","P0","시간대 집계 테이블 필요","1) 시간대 누락 없음 2) 툴팁 수치 정확 3) 다운로드 가능"
"점주홈","대시보드","트렌드","객단가/객수 분해 차트","매출 변화를 객수 요인과 객단가 요인으로 분해 표시.","미착수","P1","PQ 분해 API 필요","1) 합산값 일치 2) 기간 비교 지원 3) 해석 도움말 제공"
"점주홈","대시보드","마진가드","메뉴 마진 경보 위젯","원가 상승에 따른 마진 하락 메뉴를 경보 형태로 표시.","진행중","P0","마진가드 API 필요","1) 위험도 색상 구분 2) 권장가 표시 3) 경보 해제 이력 저장"
"점주홈","대시보드","리뷰","리뷰 감성 요약 위젯","긍정/부정 키워드와 대응 가이드를 요약 노출.","진행중","P1","리뷰 분석 결과 적재","1) 상위 키워드 10개 표시 2) 기간 필터 반영 3) 원문 드릴다운"
"점주홈","대시보드","브리핑","모닝 브리핑 카드","전일 실적/오늘 예측/필수공지 3요약을 제공.","진행중","P1","브리핑 생성 완료","1) 오전 지정시각 노출 2) 음성 재생 버튼 3) 미확인 강조"
"질의","자연어QnA","입력","질문 입력 바","점주 질문을 에이전트 질의로 전송.","진행중","P1","질의 API 연동","1) 500자 제한 2) 금칙어 차단 3) 엔터 전송 지원"
"질의","자연어QnA","응답","근거 포함 답변 렌더링","답변에 사용한 지표와 기간을 함께 렌더링.","진행중","P1","evidence 구조화 필요","1) 근거 클릭 시 상세 이동 2) 신뢰도 점수 표시 3) 답변 복사 기능"
"질의","자연어QnA","후속질문","대화형 컨텍스트 유지","이전 질문 맥락을 이어 후속 질문 가능.","진행중","P2","세션형 대화 저장 필요","1) 최근 20턴 저장 2) 새 세션 시작 가능 3) 세션 삭제 지원"
"운영자동화","POS시뮬레이션","입력","자연어 POS 변경 명령 입력 (MVP 시뮬레이션)","가격/세트 변경 명령을 자연어로 입력하면 마진·매출 영향 시뮬레이션 결과를 제공한다. (MVP: 실제 POS 적용 없음)","미착수","P0","명령 파서/시뮬레이션 API 필요","1) 의도 파싱 결과 미리보기 2) 시뮬레이션 수치 표시 3) Phase 2 적용 안내 문구 표시"
"운영자동화","POS시뮬레이션","결과","변경 영향도 시뮬레이션 결과 보기","현재가 vs 변경가 기준 마진율·예상 매출·수요 변화를 시각화한다.","미착수","P0","시뮬레이션 API 필요","1) 전후 마진 비교표 표시 2) 위험도 경고 3) 결과 저장/공유 가능"
"운영자동화","POS시뮬레이션","승인","시뮬레이션 결과 승인 및 수동 처리 안내","시뮬레이션 결과 확인 후 실제 POS 수동 적용을 위한 가이드를 제공한다.","미착수","P1","수동 가이드 문서","1) 수동 적용 절차 안내 2) 승인 후 이력 저장 3) Phase 2 자동화 연계 예약 버튼"
"운영자동화","공지OCR","업로드","공지 이미지 업로드","본사 공지 이미지 파일을 업로드해 OCR 요청.","진행중","P1","파일 저장소 연동","1) 확장자 검증 2) 파일 크기 제한 3) 업로드 실패 재시도"
"운영자동화","공지OCR","결과","OCR 텍스트/요약 보기","추출 텍스트와 핵심 요약을 병렬 표시.","진행중","P1","OCR 결과 생성","1) 원문-요약 탭 제공 2) 신뢰도 점수 표시 3) 오인식 신고 기능"
"운영자동화","공지OCR","체크리스트","필수 이행 항목 체크 UI","공지에서 추출된 필수 이행 항목을 체크리스트로 관리.","진행중","P1","체크리스트 추출 완료","1) 완료/미완료 상태 저장 2) 기한 임박 강조 3) 담당자 지정 가능"
"마케팅","세그먼트","RFM","RFM 세그먼트 대시보드","VIP/우수/이탈우려 고객 수와 매출 기여를 제공.","진행중","P0","세그먼트 배치 완료","1) 세그먼트별 고객수 정확 2) 매출 기여도 합산 일치 3) 매장별 비교"
"마케팅","세그먼트","이탈징후","이탈 고객 후보 리스트","방문 지연 고객 리스트와 위험점수를 제공.","진행중","P0","이탈 탐지 점수 필요","1) 정렬/필터 가능 2) 제외 처리 가능 3) 오퍼 발송 연계"
"마케팅","캠페인","오퍼설계","쿠폰/포인트 오퍼 빌더","할인율/유효기간/대상 세그먼트를 설정.","진행중","P0","오퍼 정책 엔진 필요","1) 정책 위반 차단 2) 예상비용/예상효과 표시 3) 템플릿 저장"
"마케팅","캠페인","발송실행","테스트 발송/실발송","테스트 후 본 발송을 단계적으로 수행.","진행중","P0","발송 채널 연동","1) 테스트 대상 제한 2) 본 발송 전 확인 모달 3) 실패 건 재시도"
"마케팅","캠페인","성과","캠페인 성과 리포트","오픈/사용/재방문/매출기여 지표를 제공.","진행중","P1","캠페인 로그 적재","1) 채널별 성과 분리 2) 기간 비교 3) CSV 내보내기"
"검증","프로모션ROI","비교","프로모션 전후 비교 화면","전/후 기간 매출·순이익·객수 변화를 비교.","진행중","P0","ROI 분석 API 필요","1) 대조 기간 선택 2) 순이익 우선 표기 3) 유의성 지표 제공"
"검증","프로모션ROI","상세","효과 기여요인 분해","가격/객수/시간대/채널별 기여도를 분해.","진행중","P1","기여도 모델 산출물","1) 요인 합산 일치 2) 음수 기여 강조 3) 해석 가이드 제공"
"매장비교","벤치마크","유사매장","유사 상권 매장 선택","규모/상권/브랜드 기준으로 비교군 선택.","진행중","P1","유사도 매핑 데이터","1) 비교군 최소 3개 2) 조건 변경 즉시 재조회 3) 권한 범위 준수"
"매장비교","벤치마크","비교지표","객단가/회전율/취소율 비교","우리 매장과 상위 매장 지표 차이를 시각화.","진행중","P1","비교 집계 API 필요","1) 지표 정의 툴팁 2) 절대값/증감률 동시 표시 3) 개선 우선순위 출력"
"매장비교","벤치마크","개선안","벤치마크 기반 액션 추천","격차가 큰 지표 중심으로 실행안 제시.","진행중","P1","전략 추천 API","1) 액션당 예상효과 표기 2) 실행난이도 표기 3) 액션 저장 가능"
"SV홈","대시보드","담당매장현황","담당 매장 성과 현황판","담당 가맹점 전체의 매출·마진·이탈위험도를 그리드 형태로 비교한다.","진행중","P0","SV 담당 매장 매핑 완료","1) 담당 매장만 표시 2) 위험도 색상 구분(🔴🟡🟢) 3) 클릭 시 매장 상세 이동"
"SV홈","대시보드","리스크목록","리스크 매장 우선순위 목록","이상 탐지·성과 하락 매장을 위험도 순으로 나열한다.","진행중","P0","이상탐지/성과 집계 API","1) 위험 등급별 정렬 2) 경보 내용 요약 표시 3) 방문 리포트 바로가기"
"SV홈","대시보드","공지이행률","담당 구역 공지 이행 현황","담당 매장들의 본사 공지 체크리스트 완료율을 요약 표시.","미착수","P1","공지 이행 집계 API","1) 완료/미완료 수 표시 2) 미완료 매장 강조 3) 공지별 상세 이동"
"SV홈","대시보드","브리핑","SV 구역 모닝 브리핑","담당 구역 전체 전일 실적 요약과 오늘 주요 이슈를 제공.","미착수","P1","SV 브리핑 생성 API","1) 오전 지정 시각 노출 2) 매장별 핵심 이슈 목록 3) 미확인 강조"
"SV분석","매장비교","KPI비교","담당 매장 KPI 비교 분석","매출·객단가·객수·마진율·취소율을 매장별 비교 차트로 제공.","진행중","P0","집계 비교 API","1) 지표 선택 가능(드롭다운) 2) 기간 필터 반영 3) 하위 매장 강조 표시"
"SV분석","매장비교","랭킹","담당 구역 매장 성과 랭킹","매출·성장률 기준 담당 매장 순위를 제공한다.","진행중","P1","랭킹 집계 API","1) 기준 지표 변경 가능 2) 기간 비교 표시 3) 순위 변동 화살표"
"SV분석","매장비교","격차분석","상위-하위 매장 격차 분석","상위 매장과 하위 매장의 주요 지표 차이와 AI 원인 해석을 제시.","진행중","P1","벤치마크/분석 API","1) 격차 지표 Top3 표시 2) AI 원인 해석 포함 3) 개선 액션 추천"
"SV방문","리포트","방문전분석","매장 방문 사전 분석 리포트 생성","방문할 매장을 선택하면 AI가 주요 이슈·코칭 포인트·대화 주제를 요약한 리포트를 생성.","진행중","P1","방문 리포트 생성 API","1) 매장 선택 후 30초 이내 생성 2) 이슈/코칭포인트/미이행액션 포함 3) 다운로드(PDF) 가능"
"SV방문","리포트","방문후기록","방문 결과 기록","방문 후 특이사항·지도 내용·후속 액션을 기록한다.","진행중","P2","방문 기록 저장 API","1) 방문일·담당자 자동 기록 2) 자유 텍스트 입력 3) 후속 액션 생성 연계"
"SV관리","액션추적","이행현황","점주 권장 액션 이행률 추적","점주에게 제안된 액션의 실행/보류/무시 현황을 매장별로 추적한다.","진행중","P1","액션 이력 API","1) 매장별 이행률 수치 제공 2) 기간 필터 3) 미이행 액션 강조"
"SV관리","액션추적","에스컬레이션","리스크 경보 본사 에스컬레이션","SV가 심각 매장 이슈를 본사 담당자에게 보고한다.","진행중","P1","에스컬레이션 API","1) 보고 내용 입력 2) 본사 수신 확인 알림 3) 에스컬레이션 이력 저장"
"관제","에이전트상태","모니터","에이전트 헬스보드","분석/전략/실행/OCR/리포트 에이전트 상태 모니터링.","진행중","P0","헬스체크 API","1) 정상/주의/장애 표시 2) 30초 주기 갱신 3) 장애 상세 이동"
"관제","워크플로우","타임라인","실행 단계 타임라인","분석→전략→실행 단계별 소요시간/상태를 표시.","진행중","P1","워크플로우 로그","1) 단계별 시작/종료 시각 2) 실패 원인코드 표시 3) 재실행 버튼"
"관제","리스크","이상알림","이상결제/누수 경보 패널","취소 급증/할인 과다/포인트 누수 경보를 표출.","진행중","P0","이상탐지 이벤트 수신","1) 경보 등급 구분 2) 중복 경보 묶음 3) 조치완료 상태 관리"
"관제","리스크","조치","경보 조치 이력 관리","누가 어떤 경보를 어떻게 처리했는지 추적.","진행중","P1","조치 기록 API","1) 조치자/시간 기록 2) 재오픈 가능 3) 검색/필터 지원"
"리포트","자동생성","점주리포트","일간 점주 리포트 생성","일일 운영 요약과 권장 액션을 문서로 생성.","진행중","P1","리포트 생성 큐","1) 생성 상태 추적 2) 다운로드 가능 3) 실패 재시도"
"리포트","자동생성","본사리포트","본사 주간 리포트 생성","매장군 비교, 리스크, ROI 중심 리포트 제공.","진행중","P1","본사 템플릿 준비","1) 주간 스케줄 발행 2) 섹션별 데이터 일치 3) 배포 이력 저장"
"설정","사용자관리","계정","사용자 초대/비활성화","조직 내 사용자 계정 생성/비활성화 관리.","진행중","P1","사용자 관리 권한","1) 이메일 초대 발송 2) 비활성 계정 로그인 차단 3) 변경 감사로그"
"설정","사용자관리","SV담당매장","슈퍼바이저 담당 매장 배정","SV 계정에 담당 가맹점 그룹을 배정·변경한다.","진행중","P0","매장 마스터 데이터","1) 담당 매장 목록 설정 2) 변경 시 즉시 반영 3) 변경 이력 저장"
"설정","매장관리","기본정보","매장 기본 설정 관리","영업시간/좌석수/서비스유형 등 매장 설정 입력.","진행중","P2","매장 마스터 데이터","1) 필수값 검증 2) 변경 이력 저장 3) 설정 반영 확인"
"공통","품질","예외처리","오류/빈상태/로딩 표준 컴포넌트","일관된 UX로 장애시 대응 가능하도록 구성.","미착수","P0","공통 UI 라이브러리","1) 오류 코드별 문구 분기 2) 빈상태 가이드 제공 3) 로딩 스켈레톤"
"공통","품질","데이터부족","데이터 부족(콜드스타트) 안내 UI","업로드 데이터가 분석에 필요한 최소 기준 미달 시 안내 메시지와 업로드 가이드를 제공.","미착수","P0","AI 데이터 충분성 결과","1) 분석 불가 사유 명확 안내 2) 권장 업로드 가이드 링크 3) 가능한 분석 범위 표시"
"공통","접근성","표준","키보드/명암 대비 접근성 준수","핵심 화면의 접근성 기준을 만족.","미착수","P2","디자인 시스템 가이드","1) 키보드 포커스 이동 2) 명암비 기준 충족 3) 스크린리더 라벨"
"점주홈","대시보드","KPI요약카드","매출/객수/객단가 KPI 요약 카드 3개","전일/전주 동요일 대비 증감률을 포함한 매출·객수·객단가 3개 KPI 카드를 grid-cols-3으로 표시한다. TrendUp/TrendDown 아이콘과 색상으로 증감을 직관적으로 표현.","진행중","P0","집계 API","1) 매출/객수/객단가 각각 카드로 분리 표시 2) 전주 동요일 대비 증감률 포함 3) 증가 green / 감소 red 색상 구분"
"데이터관리","업로드","파이프라인시각화","업로드 파이프라인 6단계 시각화","업로드 적용 후 정규화→KPI집계→마진가드재계산→RFM재산출→이상탐지→브리핑예약 6단계를 완료/처리중/대기중 상태로 실시간 표시한다. 단계별 소요 시간과 완료 시 알림 옵션 제공.","진행중","P0","파이프라인 상태 폴링 또는 SSE","1) 단계별 완료(초록)/처리중(파랑/애니메이션)/대기중(회색/반투명) 상태 표시 2) 처리중 단계 예상 완료 시간 표시 3) 완료 시 알림 받기 버튼 제공 4) 단계 실패 시 사유와 재처리 안내"
"데이터관리","업로드","타입별안내","탭별 필수 컬럼 안내 인라인 패널","매출/원가/고객/리뷰 탭 전환 시 해당 탭의 필수·권장 컬럼 목록과 형식 예시를 bg-blue-50 인라인 패널로 즉시 표시한다.","진행중","P1","탭 UI 설계","1) 탭 전환 시 안내 내용 즉시 갱신 2) 필수 컬럼 굵게 강조 3) 날짜 형식 오류 예시 포함 4) 개인정보 마스킹 안내(고객 탭)"
"SV홈","대시보드","리스크요약카드","위험/주의/정상 매장 수 요약 KPI 카드","담당 매장을 위험/주의/정상으로 집계해 상단에 3개 KPI 카드로 표시한다. 각 카드는 색상 테두리(red/yellow/green)로 구분하며 즉시 개입 필요 여부를 안내한다.","진행중","P0","SV 리스크랭킹 API","1) 위험/주의/정상 각각 매장 수 집계 정확 2) 카드 색상 경계(red/yellow/green) 3) 클릭 시 해당 등급 필터 적용 4) 데이터 갱신 시 즉시 반영"
"관제","4탭구조","구성","관제 화면 4탭 구조 (에이전트상태/워크플로우/데이터관리/리스크관제)","본사 관제 화면을 에이전트 상태·워크플로우·데이터 관리·리스크 관제 4개 탭으로 구성한다. TabsList grid-cols-4 구조로 구현하며 탭별 독립 데이터 조회.","진행중","P0","각 탭 데이터 API","1) 탭 간 독립 조회로 타 탭 갱신 영향 없음 2) 현재 탭 URL 파라미터로 유지(새로고침 복원) 3) 초기 진입 시 에이전트 상태 탭 기본 선택"
"관제","에이전트상태","헬스Progress","에이전트별 헬스 Progress bar 및 처리 통계","각 에이전트의 헬스 점수(0~100)를 Progress bar로 시각화하고 마지막 실행 시각·오늘 처리 작업 수를 함께 표시한다. 30초 주기 자동 갱신.","진행중","P0","에이전트 헬스체크 API","1) 헬스 90 이상 green / 미만 yellow Progress 색상 구분 2) 30초 주기 자동 갱신 3) 주의 상태 에이전트 상단 정렬 4) 장애 에이전트 클릭 시 오류 상세 이동"
"재고관리","월말실사","KPI요약","재고 실사 KPI 요약 카드","총 품목수·정상·부족·과잉을 4개 KPI 카드로 요약 표시한다.","진행중","P0","실사 입력 완료","1) 정상/부족/과잉 분류 정확 2) 색상 구분(green/red/blue) 3) 클릭 시 해당 품목 필터 적용"
"재고관리","월말실사","입력표","식자재 실재고 입력 테이블","카테고리별 탭(육류/채소/양념/건식품)으로 품목별 이론재고·실재고·차이율을 입력한다.","진행중","P0","식자재 마스터 등록","1) 카테고리별 탭 전환 2) 실재고 직접 입력 3) 차이율 자동 계산 4) 비고 메모 입력"
"재고관리","월말실사","AI감지","AI 재고 이상 감지 알림","손실율 임계값(8%) 초과 품목을 AI가 감지하고 원인 가설과 조치 권고를 제공한다.","진행중","P0","재고 이상탐지 모델","1) 임계값 초과 품목 목록 표시 2) 원인 가설 포함 3) 조치 권고안 포함"
"재고관리","월말실사","이력","월별 실사 이력 조회","과거 월별 재고 실사 결과를 테이블로 조회하고 평균 손실율 추이를 확인한다.","진행중","P1","실사 이력 저장 API","1) 월별 이력 목록 표시 2) 정상/부족/과잉 수 표시 3) 클릭 시 상세 조회"
"인력관리","인시분석","KPI요약","인력 KPI 요약 카드","총 인시·인시당 매출(실제/목표)·현재 가용 직원·피크 충족율을 4개 KPI 카드로 표시한다.","진행중","P0","직원 시간표 + 매출 집계","1) 인시당 매출 목표 대비 색상 구분 2) 가용 직원 수 실시간 반영 3) 피크 충족율 표시"
"인력관리","인시분석","시간대테이블","시간대별 투입인원·인시당 매출 현황","시간대별 실매출·실투입인원·AI 권장인원·인시당 매출을 테이블로 비교하고 목표 대비 달성율을 바 차트로 표시한다.","진행중","P0","시간대 매출 집계 + 직원 시간표","1) 부족/초과/적정 상태 배지 표시 2) 인시당 매출 목표 대비 진행 바 3) 권장인원과 실투입 비교"
"인력관리","인시분석","AI권고","AI 인력 최적화 권고 패널","인력 부족·과잉·인시당 매출 하회 구간을 AI가 감지해 조정 권고와 기회손실 추정액을 제공한다.","진행중","P0","인력 최적화 AI 에이전트","1) 권고당 제목·설명·조치안 포함 2) 기회손실 금액 표시 3) 경고/정보 수준 구분"
"인력관리","시간표","직원현황","직원 시간표 및 인시당 기여 테이블","오늘 근무 직원별 역할·근무시간·상태·누적 근무시간·담당 매출 기여·인시당 매출을 표시한다.","진행중","P1","직원 스케줄 API + 매출 배분 로직","1) 역할·상태 배지 2) 인시당 매출 목표 대비 색상 3) 퇴근 직원 dimmed 처리"
"공통","연동","인터페이스","프론트-백엔드 API 정합화","로그인, 사용자/매장 설정 조회, 점주 액션 상태변경, SV 액션 이행률/에스컬레이션 화면을 실제 백엔드 응답 스키마에 맞게 연동한다.","완료","P0","백엔드 인증/액션/설정 API 가용","1) 데모 계정으로 실제 로그인 성공 2) 사용자/매장 목록이 API 응답으로 렌더링 3) 점주 액션 상태 변경이 즉시 반영 4) SV 이행률/에스컬레이션이 API와 연결"
